"";"cut";"color"
"31380";"Very Good";"G"
"31381";"Ideal";"F"
"31382";"Ideal";"E"
"31383";"Ideal";"D"
"31384";"Premium";"D"
"31385";"Very Good";"E"
"31386";"Very Good";"E"
"31387";"Very Good";"D"
"31388";"Ideal";"D"
"31389";"Ideal";"D"
"31390";"Ideal";"H"
"31391";"Ideal";"G"
"31392";"Good";"E"
"31393";"Ideal";"E"
"31394";"Premium";"H"
"31395";"Very Good";"G"
"31396";"Very Good";"G"
"31397";"Very Good";"J"
"31398";"Ideal";"H"
"31399";"Ideal";"G"
"31400";"Ideal";"G"
"31401";"Ideal";"G"
"31402";"Ideal";"G"
"31403";"Ideal";"G"
"31404";"Ideal";"G"
"31405";"Ideal";"G"
"31406";"Ideal";"G"
"31407";"Ideal";"G"
"31408";"Ideal";"G"
"31409";"Ideal";"G"
"31410";"Ideal";"G"
"31411";"Ideal";"G"
"31412";"Ideal";"G"
"31413";"Ideal";"G"
"31414";"Ideal";"G"
"31415";"Ideal";"G"
"31416";"Ideal";"G"
"31417";"Ideal";"G"
"31418";"Ideal";"G"
"31419";"Ideal";"G"
"31420";"Ideal";"H"
"31421";"Ideal";"F"
"31422";"Ideal";"F"
"31423";"Ideal";"F"
"31424";"Ideal";"F"
"31425";"Ideal";"H"
"31426";"Ideal";"H"
"31427";"Ideal";"H"
"31428";"Ideal";"H"
"31429";"Ideal";"H"
"31430";"Ideal";"H"
"31431";"Ideal";"H"
"31432";"Ideal";"H"
"31433";"Ideal";"H"
"31434";"Ideal";"H"
"31435";"Ideal";"H"
"31436";"Ideal";"H"
"31437";"Ideal";"H"
"31438";"Ideal";"H"
"31439";"Good";"F"
"31440";"Very Good";"E"
"31441";"Ideal";"F"
"31442";"Ideal";"J"
"31443";"Ideal";"I"
"31444";"Ideal";"G"
"31445";"Premium";"G"
"31446";"Good";"J"
"31447";"Very Good";"I"
"31448";"Ideal";"I"
"31449";"Premium";"I"
"31450";"Very Good";"G"
"31451";"Ideal";"G"
"31452";"Ideal";"G"
"31453";"Ideal";"G"
"31454";"Ideal";"G"
"31455";"Premium";"E"
"31456";"Premium";"E"
"31457";"Good";"E"
"31458";"Ideal";"E"
"31459";"Premium";"J"
"31460";"Premium";"J"
"31461";"Good";"I"
"31462";"Very Good";"I"
"31463";"Very Good";"G"
"31464";"Premium";"G"
"31465";"Very Good";"G"
"31466";"Very Good";"I"
"31467";"Premium";"I"
"31468";"Premium";"I"
"31469";"Premium";"H"
"31470";"Premium";"H"
"31471";"Premium";"H"
"31472";"Ideal";"H"
"31473";"Ideal";"H"
"31474";"Premium";"H"
"31475";"Premium";"H"
"31476";"Ideal";"H"
"31477";"Premium";"H"
"31478";"Ideal";"H"
"31479";"Ideal";"H"
"31480";"Premium";"H"
"31481";"Very Good";"H"
"31482";"Premium";"G"
"31483";"Premium";"G"
"31484";"Ideal";"G"
"31485";"Premium";"G"
"31486";"Premium";"G"
"31487";"Premium";"G"
"31488";"Ideal";"G"
"31489";"Ideal";"G"
"31490";"Ideal";"G"
"31491";"Ideal";"G"
"31492";"Premium";"G"
"31493";"Premium";"G"
"31494";"Ideal";"G"
"31495";"Ideal";"G"
"31496";"Ideal";"G"
"31497";"Ideal";"G"
"31498";"Ideal";"G"
"31499";"Premium";"G"
"31500";"Ideal";"G"
"31501";"Ideal";"G"
"31502";"Premium";"G"
"31503";"Ideal";"G"
"31504";"Premium";"G"
"31505";"Ideal";"G"
"31506";"Ideal";"G"
"31507";"Premium";"G"
"31508";"Premium";"G"
"31509";"Very Good";"G"
"31510";"Premium";"G"
"31511";"Ideal";"G"
"31512";"Premium";"G"
"31513";"Premium";"E"
"31514";"Ideal";"E"
"31515";"Ideal";"E"
"31516";"Premium";"E"
"31517";"Ideal";"E"
"31518";"Ideal";"E"
"31519";"Premium";"E"
"31520";"Ideal";"E"
"31521";"Ideal";"E"
"31522";"Ideal";"E"
"31523";"Ideal";"E"
"31524";"Very Good";"E"
"31525";"Premium";"E"
"31526";"Very Good";"E"
"31527";"Ideal";"E"
"31528";"Premium";"E"
"31529";"Ideal";"E"
"31530";"Ideal";"E"
"31531";"Ideal";"E"
"31532";"Ideal";"E"
"31533";"Ideal";"E"
"31534";"Premium";"G"
"31535";"Very Good";"E"
"31536";"Ideal";"E"
"31537";"Ideal";"E"
"31538";"Ideal";"E"
"31539";"Ideal";"E"
"31540";"Ideal";"E"
"31541";"Ideal";"E"
"31542";"Ideal";"E"
"31543";"Ideal";"E"
"31544";"Ideal";"E"
"31545";"Ideal";"E"
"31546";"Ideal";"E"
"31547";"Ideal";"E"
"31548";"Ideal";"E"
"31549";"Ideal";"E"
"31550";"Ideal";"E"
"31551";"Ideal";"D"
"31552";"Ideal";"D"
"31553";"Ideal";"F"
"31554";"Ideal";"F"
"31555";"Ideal";"I"
"31556";"Ideal";"G"
"31557";"Very Good";"G"
"31558";"Very Good";"G"
"31559";"Very Good";"G"
"31560";"Premium";"H"
"31561";"Very Good";"G"
"31562";"Very Good";"G"
"31563";"Premium";"G"
"31564";"Ideal";"D"
"31565";"Ideal";"D"
"31566";"Ideal";"D"
"31567";"Ideal";"D"
"31568";"Premium";"F"
"31569";"Ideal";"D"
"31570";"Premium";"F"
"31571";"Very Good";"J"
"31572";"Very Good";"F"
"31573";"Ideal";"E"
"31574";"Ideal";"E"
"31575";"Ideal";"F"
"31576";"Ideal";"E"
"31577";"Ideal";"E"
"31578";"Ideal";"E"
"31579";"Ideal";"E"
"31580";"Ideal";"E"
"31581";"Premium";"E"
"31582";"Ideal";"E"
"31583";"Ideal";"E"
"31584";"Very Good";"E"
"31585";"Ideal";"E"
"31586";"Ideal";"E"
"31587";"Premium";"E"
"31588";"Ideal";"E"
"31589";"Premium";"E"
"31590";"Very Good";"E"
"31591";"Ideal";"J"
"31592";"Premium";"E"
"31593";"Premium";"E"
"31594";"Premium";"E"
"31595";"Premium";"E"
"31596";"Ideal";"E"
"31597";"Premium";"F"
"31598";"Ideal";"D"
"31599";"Very Good";"E"
"31600";"Ideal";"E"
"31601";"Premium";"D"
"31602";"Premium";"D"
"31603";"Ideal";"H"
"31604";"Premium";"J"
"31605";"Good";"H"
"31606";"Very Good";"J"
"31607";"Good";"J"
"31608";"Premium";"J"
"31609";"Premium";"H"
"31610";"Very Good";"G"
"31611";"Very Good";"H"
"31612";"Fair";"G"
"31613";"Very Good";"F"
"31614";"Ideal";"I"
"31615";"Ideal";"I"
"31616";"Fair";"E"
"31617";"Ideal";"I"
"31618";"Very Good";"D"
"31619";"Very Good";"E"
"31620";"Very Good";"F"
"31621";"Ideal";"I"
"31622";"Ideal";"I"
"31623";"Ideal";"H"
"31624";"Ideal";"H"
"31625";"Ideal";"H"
"31626";"Ideal";"H"
"31627";"Ideal";"H"
"31628";"Ideal";"H"
"31629";"Ideal";"H"
"31630";"Ideal";"H"
"31631";"Ideal";"H"
"31632";"Ideal";"H"
"31633";"Ideal";"H"
"31634";"Ideal";"H"
"31635";"Ideal";"H"
"31636";"Very Good";"I"
"31637";"Premium";"J"
"31638";"Very Good";"J"
"31639";"Good";"J"
"31640";"Premium";"J"
"31641";"Very Good";"H"
"31642";"Ideal";"H"
"31643";"Premium";"H"
"31644";"Very Good";"G"
"31645";"Ideal";"H"
"31646";"Ideal";"J"
"31647";"Ideal";"J"
"31648";"Ideal";"J"
"31649";"Very Good";"E"
"31650";"Very Good";"E"
"31651";"Ideal";"E"
"31652";"Premium";"F"
"31653";"Premium";"E"
"31654";"Premium";"E"
"31655";"Premium";"E"
"31656";"Ideal";"E"
"31657";"Ideal";"E"
"31658";"Ideal";"E"
"31659";"Ideal";"I"
"31660";"Ideal";"I"
"31661";"Ideal";"G"
"31662";"Ideal";"G"
"31663";"Ideal";"E"
"31664";"Ideal";"H"
"31665";"Ideal";"E"
"31666";"Ideal";"F"
"31667";"Premium";"E"
"31668";"Ideal";"E"
"31669";"Very Good";"F"
"31670";"Premium";"F"
"31671";"Ideal";"E"
"31672";"Very Good";"E"
"31673";"Ideal";"F"
"31674";"Ideal";"F"
"31675";"Ideal";"F"
"31676";"Ideal";"F"
"31677";"Ideal";"E"
"31678";"Premium";"E"
"31679";"Premium";"E"
"31680";"Ideal";"E"
"31681";"Ideal";"E"
"31682";"Ideal";"E"
"31683";"Ideal";"E"
"31684";"Ideal";"E"
"31685";"Premium";"E"
"31686";"Premium";"E"
"31687";"Ideal";"D"
"31688";"Ideal";"D"
"31689";"Very Good";"E"
"31690";"Very Good";"H"
"31691";"Very Good";"E"
"31692";"Ideal";"I"
"31693";"Ideal";"I"
"31694";"Ideal";"H"
"31695";"Premium";"F"
"31696";"Ideal";"F"
"31697";"Ideal";"F"
"31698";"Premium";"F"
"31699";"Ideal";"F"
"31700";"Premium";"F"
"31701";"Premium";"F"
"31702";"Premium";"F"
"31703";"Premium";"F"
"31704";"Premium";"F"
"31705";"Ideal";"F"
"31706";"Premium";"F"
"31707";"Premium";"F"
"31708";"Premium";"G"
"31709";"Premium";"J"
"31710";"Very Good";"I"
"31711";"Premium";"E"
"31712";"Ideal";"I"
"31713";"Ideal";"I"
"31714";"Ideal";"I"
"31715";"Ideal";"E"
"31716";"Ideal";"E"
"31717";"Ideal";"E"
"31718";"Ideal";"D"
"31719";"Good";"G"
"31720";"Very Good";"D"
"31721";"Fair";"D"
"31722";"Very Good";"J"
"31723";"Very Good";"G"
"31724";"Very Good";"G"
"31725";"Very Good";"G"
"31726";"Very Good";"E"
"31727";"Very Good";"F"
"31728";"Ideal";"G"
"31729";"Ideal";"G"
"31730";"Ideal";"G"
"31731";"Ideal";"G"
"31732";"Ideal";"G"
"31733";"Ideal";"G"
"31734";"Ideal";"G"
"31735";"Ideal";"E"
"31736";"Ideal";"H"
"31737";"Ideal";"H"
"31738";"Good";"E"
"31739";"Premium";"D"
"31740";"Very Good";"D"
"31741";"Ideal";"D"
"31742";"Premium";"G"
"31743";"Premium";"D"
"31744";"Ideal";"D"
"31745";"Ideal";"D"
"31746";"Premium";"G"
"31747";"Very Good";"D"
"31748";"Very Good";"G"
"31749";"Premium";"G"
"31750";"Ideal";"D"
"31751";"Premium";"G"
"31752";"Premium";"D"
"31753";"Ideal";"D"
"31754";"Premium";"D"
"31755";"Premium";"D"
"31756";"Ideal";"G"
"31757";"Premium";"G"
"31758";"Premium";"D"
"31759";"Ideal";"G"
"31760";"Ideal";"D"
"31761";"Premium";"G"
"31762";"Premium";"D"
"31763";"Ideal";"F"
"31764";"Ideal";"H"
"31765";"Ideal";"H"
"31766";"Ideal";"E"
"31767";"Premium";"H"
"31768";"Ideal";"G"
"31769";"Premium";"G"
"31770";"Ideal";"G"
"31771";"Premium";"F"
"31772";"Premium";"F"
"31773";"Premium";"F"
"31774";"Very Good";"F"
"31775";"Ideal";"F"
"31776";"Ideal";"F"
"31777";"Very Good";"H"
"31778";"Premium";"F"
"31779";"Very Good";"E"
"31780";"Very Good";"E"
"31781";"Very Good";"F"
"31782";"Very Good";"F"
"31783";"Ideal";"F"
"31784";"Ideal";"E"
"31785";"Premium";"F"
"31786";"Ideal";"E"
"31787";"Ideal";"H"
"31788";"Very Good";"H"
"31789";"Ideal";"E"
"31790";"Very Good";"E"
"31791";"Premium";"E"
"31792";"Good";"E"
"31793";"Premium";"E"
"31794";"Premium";"F"
"31795";"Ideal";"E"
"31796";"Ideal";"F"
"31797";"Very Good";"E"
"31798";"Premium";"F"
"31799";"Ideal";"F"
"31800";"Ideal";"I"
"31801";"Ideal";"D"
"31802";"Very Good";"J"
"31803";"Very Good";"G"
"31804";"Very Good";"H"
"31805";"Very Good";"G"
"31806";"Very Good";"G"
"31807";"Ideal";"D"
"31808";"Ideal";"D"
"31809";"Ideal";"F"
"31810";"Very Good";"D"
"31811";"Good";"D"
"31812";"Ideal";"D"
"31813";"Good";"D"
"31814";"Premium";"D"
"31815";"Premium";"D"
"31816";"Very Good";"G"
"31817";"Ideal";"F"
"31818";"Ideal";"F"
"31819";"Ideal";"E"
"31820";"Ideal";"E"
"31821";"Ideal";"J"
"31822";"Premium";"F"
"31823";"Good";"D"
"31824";"Premium";"E"
"31825";"Ideal";"G"
"31826";"Premium";"H"
"31827";"Very Good";"G"
"31828";"Ideal";"G"
"31829";"Good";"H"
"31830";"Very Good";"H"
"31831";"Ideal";"H"
"31832";"Premium";"G"
"31833";"Ideal";"G"
"31834";"Ideal";"G"
"31835";"Very Good";"E"
"31836";"Very Good";"G"
"31837";"Good";"E"
"31838";"Ideal";"G"
"31839";"Very Good";"G"
"31840";"Ideal";"H"
"31841";"Premium";"J"
"31842";"Ideal";"J"
"31843";"Very Good";"J"
"31844";"Ideal";"J"
"31845";"Premium";"H"
"31846";"Premium";"H"
"31847";"Ideal";"G"
"31848";"Ideal";"G"
"31849";"Ideal";"D"
"31850";"Ideal";"F"
"31851";"Good";"G"
"31852";"Premium";"G"
"31853";"Ideal";"F"
"31854";"Ideal";"H"
"31855";"Ideal";"H"
"31856";"Ideal";"H"
"31857";"Ideal";"H"
"31858";"Ideal";"H"
"31859";"Ideal";"H"
"31860";"Premium";"H"
"31861";"Ideal";"H"
"31862";"Ideal";"H"
"31863";"Premium";"H"
"31864";"Premium";"H"
"31865";"Premium";"H"
"31866";"Premium";"H"
"31867";"Ideal";"H"
"31868";"Premium";"H"
"31869";"Good";"H"
"31870";"Premium";"H"
"31871";"Premium";"H"
"31872";"Premium";"H"
"31873";"Ideal";"H"
"31874";"Very Good";"H"
"31875";"Good";"H"
"31876";"Ideal";"H"
"31877";"Very Good";"H"
"31878";"Ideal";"H"
"31879";"Very Good";"H"
"31880";"Ideal";"H"
"31881";"Premium";"H"
"31882";"Good";"H"
"31883";"Premium";"G"
"31884";"Ideal";"G"
"31885";"Premium";"G"
"31886";"Premium";"G"
"31887";"Premium";"G"
"31888";"Premium";"G"
"31889";"Ideal";"G"
"31890";"Ideal";"G"
"31891";"Ideal";"G"
"31892";"Ideal";"G"
"31893";"Ideal";"G"
"31894";"Premium";"G"
"31895";"Premium";"G"
"31896";"Premium";"G"
"31897";"Ideal";"G"
"31898";"Premium";"G"
"31899";"Premium";"G"
"31900";"Ideal";"G"
"31901";"Premium";"G"
"31902";"Good";"G"
"31903";"Premium";"G"
"31904";"Ideal";"G"
"31905";"Premium";"G"
"31906";"Ideal";"G"
"31907";"Premium";"G"
"31908";"Premium";"G"
"31909";"Ideal";"G"
"31910";"Ideal";"G"
"31911";"Ideal";"G"
"31912";"Premium";"G"
"31913";"Good";"G"
"31914";"Very Good";"G"
"31915";"Premium";"G"
"31916";"Premium";"G"
"31917";"Premium";"G"
"31918";"Very Good";"G"
"31919";"Good";"G"
"31920";"Ideal";"G"
"31921";"Very Good";"G"
"31922";"Very Good";"G"
"31923";"Premium";"G"
"31924";"Premium";"G"
"31925";"Ideal";"G"
"31926";"Very Good";"G"
"31927";"Good";"G"
"31928";"Premium";"G"
"31929";"Premium";"G"
"31930";"Ideal";"F"
"31931";"Ideal";"F"
"31932";"Ideal";"F"
"31933";"Premium";"F"
"31934";"Ideal";"F"
"31935";"Ideal";"F"
"31936";"Premium";"F"
"31937";"Ideal";"F"
"31938";"Ideal";"F"
"31939";"Ideal";"F"
"31940";"Premium";"F"
"31941";"Ideal";"F"
"31942";"Ideal";"F"
"31943";"Ideal";"F"
"31944";"Ideal";"F"
"31945";"Premium";"F"
"31946";"Ideal";"F"
"31947";"Premium";"F"
"31948";"Ideal";"F"
"31949";"Premium";"F"
"31950";"Ideal";"F"
"31951";"Very Good";"D"
"31952";"Premium";"G"
"31953";"Ideal";"I"
"31954";"Ideal";"I"
"31955";"Ideal";"I"
"31956";"Ideal";"I"
"31957";"Ideal";"I"
"31958";"Ideal";"I"
"31959";"Ideal";"I"
"31960";"Ideal";"I"
"31961";"Ideal";"D"
"31962";"Good";"D"
"31963";"Premium";"H"
"31964";"Very Good";"E"
"31965";"Ideal";"F"
"31966";"Very Good";"E"
"31967";"Ideal";"D"
"31968";"Premium";"F"
"31969";"Premium";"E"
"31970";"Ideal";"F"
"31971";"Ideal";"E"
"31972";"Premium";"E"
"31973";"Very Good";"I"
"31974";"Very Good";"E"
"31975";"Very Good";"E"
"31976";"Very Good";"F"
"31977";"Very Good";"F"
"31978";"Very Good";"F"
"31979";"Very Good";"F"
"31980";"Very Good";"F"
"31981";"Premium";"F"
"31982";"Premium";"F"
"31983";"Ideal";"F"
"31984";"Ideal";"F"
"31985";"Ideal";"F"
"31986";"Premium";"F"
"31987";"Premium";"F"
"31988";"Ideal";"F"
"31989";"Ideal";"F"
"31990";"Ideal";"F"
"31991";"Premium";"F"
"31992";"Premium";"F"
"31993";"Premium";"F"
"31994";"Premium";"F"
"31995";"Premium";"F"
"31996";"Fair";"F"
"31997";"Ideal";"G"
"31998";"Premium";"G"
"31999";"Ideal";"G"
"32000";"Ideal";"F"
"32001";"Very Good";"D"
"32002";"Very Good";"I"
"32003";"Ideal";"D"
"32004";"Ideal";"D"
"32005";"Ideal";"G"
"32006";"Ideal";"J"
"32007";"Good";"D"
"32008";"Ideal";"E"
"32009";"Ideal";"D"
"32010";"Very Good";"F"
"32011";"Ideal";"D"
"32012";"Ideal";"D"
"32013";"Ideal";"D"
"32014";"Ideal";"D"
"32015";"Ideal";"D"
"32016";"Premium";"J"
"32017";"Premium";"E"
"32018";"Very Good";"F"
"32019";"Very Good";"F"
"32020";"Very Good";"G"
"32021";"Very Good";"D"
"32022";"Very Good";"H"
"32023";"Very Good";"H"
"32024";"Ideal";"H"
"32025";"Ideal";"G"
"32026";"Ideal";"G"
"32027";"Ideal";"H"
"32028";"Ideal";"G"
"32029";"Ideal";"I"
"32030";"Premium";"I"
"32031";"Premium";"E"
"32032";"Ideal";"E"
"32033";"Premium";"E"
"32034";"Very Good";"F"
"32035";"Ideal";"E"
"32036";"Ideal";"E"
"32037";"Ideal";"E"
"32038";"Ideal";"E"
"32039";"Ideal";"E"
"32040";"Ideal";"E"
"32041";"Ideal";"E"
"32042";"Ideal";"D"
"32043";"Ideal";"G"
"32044";"Ideal";"G"
"32045";"Ideal";"F"
"32046";"Good";"F"
"32047";"Very Good";"E"
"32048";"Very Good";"D"
"32049";"Very Good";"D"
"32050";"Ideal";"I"
"32051";"Ideal";"D"
"32052";"Ideal";"D"
"32053";"Ideal";"D"
"32054";"Ideal";"D"
"32055";"Good";"F"
"32056";"Premium";"E"
"32057";"Ideal";"D"
"32058";"Premium";"I"
"32059";"Premium";"I"
"32060";"Premium";"I"
"32061";"Premium";"D"
"32062";"Premium";"D"
"32063";"Ideal";"D"
"32064";"Ideal";"D"
"32065";"Premium";"D"
"32066";"Ideal";"D"
"32067";"Ideal";"D"
"32068";"Premium";"D"
"32069";"Ideal";"D"
"32070";"Ideal";"D"
"32071";"Premium";"D"
"32072";"Ideal";"E"
"32073";"Good";"E"
"32074";"Very Good";"F"
"32075";"Ideal";"F"
"32076";"Ideal";"F"
"32077";"Ideal";"D"
"32078";"Ideal";"D"
"32079";"Ideal";"D"
"32080";"Premium";"D"
"32081";"Very Good";"D"
"32082";"Very Good";"E"
"32083";"Ideal";"D"
"32084";"Ideal";"E"
"32085";"Ideal";"D"
"32086";"Ideal";"D"
"32087";"Premium";"E"
"32088";"Ideal";"D"
"32089";"Ideal";"D"
"32090";"Ideal";"D"
"32091";"Premium";"E"
"32092";"Ideal";"D"
"32093";"Ideal";"E"
"32094";"Ideal";"D"
"32095";"Ideal";"E"
"32096";"Premium";"E"
"32097";"Ideal";"D"
"32098";"Ideal";"E"
"32099";"Ideal";"D"
"32100";"Ideal";"E"
"32101";"Ideal";"D"
"32102";"Ideal";"D"
"32103";"Ideal";"D"
"32104";"Premium";"D"
"32105";"Ideal";"D"
"32106";"Ideal";"D"
"32107";"Very Good";"I"
"32108";"Ideal";"F"
"32109";"Ideal";"E"
"32110";"Ideal";"H"
"32111";"Ideal";"H"
"32112";"Very Good";"F"
"32113";"Ideal";"H"
"32114";"Ideal";"E"
"32115";"Ideal";"H"
"32116";"Ideal";"H"
"32117";"Good";"G"
"32118";"Very Good";"H"
"32119";"Very Good";"E"
"32120";"Very Good";"E"
"32121";"Very Good";"D"
"32122";"Ideal";"F"
"32123";"Ideal";"G"
"32124";"Ideal";"G"
"32125";"Good";"F"
"32126";"Good";"J"
"32127";"Premium";"J"
"32128";"Very Good";"J"
"32129";"Good";"I"
"32130";"Very Good";"G"
"32131";"Good";"G"
"32132";"Premium";"G"
"32133";"Premium";"F"
"32134";"Ideal";"I"
"32135";"Very Good";"G"
"32136";"Ideal";"E"
"32137";"Ideal";"F"
"32138";"Ideal";"G"
"32139";"Premium";"H"
"32140";"Good";"H"
"32141";"Ideal";"F"
"32142";"Good";"D"
"32143";"Ideal";"G"
"32144";"Ideal";"F"
"32145";"Ideal";"F"
"32146";"Very Good";"F"
"32147";"Ideal";"F"
"32148";"Good";"D"
"32149";"Very Good";"F"
"32150";"Very Good";"F"
"32151";"Ideal";"I"
"32152";"Ideal";"F"
"32153";"Ideal";"F"
"32154";"Ideal";"F"
"32155";"Ideal";"F"
"32156";"Ideal";"F"
"32157";"Ideal";"E"
"32158";"Ideal";"E"
"32159";"Ideal";"E"
"32160";"Ideal";"G"
"32161";"Ideal";"D"
"32162";"Ideal";"D"
"32163";"Ideal";"H"
"32164";"Ideal";"F"
"32165";"Ideal";"F"
"32166";"Ideal";"F"
"32167";"Ideal";"H"
"32168";"Ideal";"H"
"32169";"Good";"F"
"32170";"Premium";"G"
"32171";"Premium";"G"
"32172";"Very Good";"H"
"32173";"Very Good";"H"
"32174";"Good";"D"
"32175";"Very Good";"G"
"32176";"Good";"G"
"32177";"Very Good";"H"
"32178";"Premium";"G"
"32179";"Good";"G"
"32180";"Very Good";"I"
"32181";"Very Good";"G"
"32182";"Premium";"G"
"32183";"Good";"G"
"32184";"Very Good";"H"
"32185";"Very Good";"F"
"32186";"Ideal";"I"
"32187";"Ideal";"H"
"32188";"Ideal";"G"
"32189";"Ideal";"H"
"32190";"Ideal";"I"
"32191";"Premium";"H"
"32192";"Premium";"H"
"32193";"Premium";"H"
"32194";"Premium";"H"
"32195";"Ideal";"E"
"32196";"Premium";"E"
"32197";"Ideal";"E"
"32198";"Premium";"E"
"32199";"Ideal";"E"
"32200";"Premium";"E"
"32201";"Ideal";"E"
"32202";"Premium";"E"
"32203";"Premium";"E"
"32204";"Premium";"E"
"32205";"Premium";"E"
"32206";"Premium";"E"
"32207";"Premium";"E"
"32208";"Very Good";"H"
"32209";"Ideal";"F"
"32210";"Good";"F"
"32211";"Premium";"D"
"32212";"Ideal";"E"
"32213";"Ideal";"G"
"32214";"Ideal";"G"
"32215";"Ideal";"G"
"32216";"Ideal";"G"
"32217";"Ideal";"G"
"32218";"Ideal";"G"
"32219";"Ideal";"G"
"32220";"Ideal";"G"
"32221";"Ideal";"G"
"32222";"Ideal";"G"
"32223";"Ideal";"G"
"32224";"Ideal";"G"
"32225";"Ideal";"G"
"32226";"Ideal";"G"
"32227";"Ideal";"G"
"32228";"Ideal";"G"
"32229";"Ideal";"G"
"32230";"Ideal";"G"
"32231";"Ideal";"G"
"32232";"Ideal";"G"
"32233";"Ideal";"G"
"32234";"Ideal";"G"
"32235";"Ideal";"G"
"32236";"Ideal";"G"
"32237";"Ideal";"G"
"32238";"Ideal";"G"
"32239";"Ideal";"G"
"32240";"Ideal";"F"
"32241";"Ideal";"I"
"32242";"Ideal";"G"
"32243";"Ideal";"H"
"32244";"Ideal";"H"
"32245";"Ideal";"H"
"32246";"Ideal";"H"
"32247";"Ideal";"H"
"32248";"Ideal";"H"
"32249";"Ideal";"H"
"32250";"Ideal";"H"
"32251";"Ideal";"H"
"32252";"Very Good";"E"
"32253";"Premium";"G"
"32254";"Premium";"E"
"32255";"Ideal";"E"
"32256";"Ideal";"E"
"32257";"Ideal";"G"
"32258";"Very Good";"E"
"32259";"Ideal";"H"
"32260";"Ideal";"E"
"32261";"Very Good";"G"
"32262";"Very Good";"E"
"32263";"Ideal";"F"
"32264";"Very Good";"G"
"32265";"Ideal";"H"
"32266";"Ideal";"G"
"32267";"Good";"G"
"32268";"Ideal";"E"
"32269";"Ideal";"G"
"32270";"Ideal";"G"
"32271";"Ideal";"E"
"32272";"Very Good";"G"
"32273";"Very Good";"E"
"32274";"Very Good";"E"
"32275";"Premium";"G"
"32276";"Premium";"G"
"32277";"Ideal";"F"
"32278";"Ideal";"F"
"32279";"Very Good";"E"
"32280";"Ideal";"G"
"32281";"Very Good";"F"
"32282";"Very Good";"F"
"32283";"Very Good";"E"
"32284";"Very Good";"E"
"32285";"Ideal";"J"
"32286";"Ideal";"J"
"32287";"Ideal";"F"
"32288";"Ideal";"G"
"32289";"Ideal";"F"
"32290";"Good";"F"
"32291";"Premium";"J"
"32292";"Premium";"J"
"32293";"Ideal";"H"
"32294";"Ideal";"H"
"32295";"Ideal";"I"
"32296";"Ideal";"G"
"32297";"Ideal";"G"
"32298";"Ideal";"E"
"32299";"Ideal";"E"
"32300";"Ideal";"E"
"32301";"Ideal";"D"
"32302";"Premium";"J"
"32303";"Premium";"J"
"32304";"Good";"E"
"32305";"Very Good";"I"
"32306";"Ideal";"G"
"32307";"Ideal";"F"
"32308";"Ideal";"F"
"32309";"Ideal";"J"
"32310";"Ideal";"G"
"32311";"Very Good";"E"
"32312";"Very Good";"G"
"32313";"Ideal";"E"
"32314";"Premium";"F"
"32315";"Ideal";"E"
"32316";"Ideal";"G"
"32317";"Premium";"G"
"32318";"Premium";"E"
"32319";"Good";"G"
"32320";"Good";"G"
"32321";"Premium";"H"
"32322";"Premium";"E"
"32323";"Very Good";"E"
"32324";"Very Good";"G"
"32325";"Ideal";"E"
"32326";"Good";"G"
"32327";"Premium";"E"
"32328";"Good";"G"
"32329";"Ideal";"E"
"32330";"Ideal";"E"
"32331";"Ideal";"E"
"32332";"Premium";"E"
"32333";"Ideal";"G"
"32334";"Very Good";"E"
"32335";"Very Good";"H"
"32336";"Ideal";"E"
"32337";"Ideal";"E"
"32338";"Very Good";"G"
"32339";"Premium";"E"
"32340";"Good";"G"
"32341";"Very Good";"G"
"32342";"Very Good";"E"
"32343";"Ideal";"H"
"32344";"Ideal";"G"
"32345";"Very Good";"G"
"32346";"Ideal";"H"
"32347";"Ideal";"E"
"32348";"Very Good";"E"
"32349";"Ideal";"E"
"32350";"Ideal";"E"
"32351";"Premium";"E"
"32352";"Ideal";"E"
"32353";"Premium";"E"
"32354";"Premium";"E"
"32355";"Ideal";"E"
"32356";"Premium";"G"
"32357";"Very Good";"E"
"32358";"Good";"G"
"32359";"Premium";"E"
"32360";"Premium";"E"
"32361";"Premium";"G"
"32362";"Ideal";"G"
"32363";"Very Good";"F"
"32364";"Very Good";"G"
"32365";"Very Good";"E"
"32366";"Ideal";"E"
"32367";"Ideal";"E"
"32368";"Ideal";"I"
"32369";"Ideal";"I"
"32370";"Ideal";"F"
"32371";"Ideal";"F"
"32372";"Ideal";"D"
"32373";"Ideal";"E"
"32374";"Ideal";"E"
"32375";"Ideal";"D"
"32376";"Ideal";"H"
"32377";"Ideal";"G"
"32378";"Fair";"G"
"32379";"Very Good";"J"
"32380";"Very Good";"J"
"32381";"Premium";"J"
"32382";"Premium";"J"
"32383";"Ideal";"D"
"32384";"Ideal";"D"
"32385";"Ideal";"D"
"32386";"Ideal";"D"
"32387";"Very Good";"F"
"32388";"Very Good";"D"
"32389";"Very Good";"I"
"32390";"Very Good";"E"
"32391";"Very Good";"E"
"32392";"Very Good";"E"
"32393";"Very Good";"G"
"32394";"Ideal";"E"
"32395";"Ideal";"E"
"32396";"Ideal";"E"
"32397";"Ideal";"E"
"32398";"Ideal";"E"
"32399";"Ideal";"E"
"32400";"Ideal";"I"
"32401";"Premium";"F"
"32402";"Premium";"F"
"32403";"Premium";"F"
